-4.5650272,0.52040127,-9.272383205,9.792784475,0.357009145,-10.28080144,10.63781058,0,76.60556144,53.50800037,3.526981903,1018.635975,0.005870839,36.54681931,0.040152438,0.016705951,0.735778768,29.7,6.672518358,6375
-11.49144413,-4.751381853,-15.07193312,10.32055127,-6.273771022,-17.76402451,11.49025349,50,45.78342332,33.42685781,0,1031.891996,0.004910842,19.25885647,0.018137408,0.029321206,0.444000691,28.7,5.49018082,103248
-13.18647418,-8.77100276,-16.92582404,8.15482128,-9.694857003,-18.54436962,8.849512613,50,47.27497418,33.02399319,0,1037.597852,0.006477606,29.89865227,0.024944451,0.023392837,0.590165761,28.7,5.439254656,77318
-11.32502157,-5.450865844,-16.11761361,10.66674777,-4.740071731,-15.89297039,11.15289865,50,51.95783447,29.75576165,0,1032.736332,0.007373899,43.52873202,0.044618935,0.014163929,0.867293895,28.7,5.64888599,87960
-7.566564398,-0.888221841,-13.52674187,12.63852003,-0.32357911,-13.68949201,13.3659129,50,65.72896717,42.67499733,0,1026.667235,0.007895671,59.49264924,0.060711692,0.007767466,1.149242495,28.7,6.215561565,81392
-6.826976339,-1.480259592,-10.66144975,9.181190158,-0.707851544,-10.34382353,9.63597199,0,64.76346473,32.58416644,0,1026.547587,0.00994866,85.49505739,0.051276774,0.018404447,1.364378599,28.7,6.254844285,8134
-5.748423764,0.070222508,-10.25860315,10.32882566,1.13863977,-9.622664247,10.76130402,100,60.13935539,35.53042095,0,1025.635844,0.008495325,72.78516387,0.057830817,0.014858632,1.357522769,28.7,6.14216762,113456
-5.042305643,-0.428304932,-8.19041024,7.762105308,0.027167564,-8.217850448,8.245018013,50,58.48419276,32.08283447,0,1026.141818,0.00960946,68.58504968,0.050934384,0.023167771,1.497434218,28.7,6.141300141,78568
-9.024791442,-5.954848292,-11.27861129,5.323762998,-6.690354319,-12.47556234,5.785208018,50,44.8034511,31.08615246,0,1027.787603,0.006457865,32.36793125,0.027568653,0.025546791,0.62380682,28.7,5.526910029,76187
-8.663542101,-3.215210916,-13.50392185,10.28871093,-2.897406506,-13.81469777,10.91729126,50,47.47690841,27.51044609,0,1031.240089,0.007556273,39.35946701,0.041542683,0.018675277,0.888255475,28.7,5.612899548,76101
-3.468987778,1.57187453,-8.767593937,10.33946847,2.098001886,-8.905245102,11.00324699,50,56.18427664,43.40154589,0,1029.398074,0.008263947,53.03941902,0.059127549,0.008044103,1.114820408,28.7,6.101329221,86920
-0.223473345,4.315433037,-3.404423482,7.719856519,4.940489086,-3.29943667,8.239925756,50,74.44133668,57.98734374,0.303908064,1024.923806,0.012010544,107.9742307,0.054490066,0.008021514,1.549842369,29.7,6.864381367,79926
-1.173435006,3.408575086,-4.108568997,7.517144083,4.713510894,-3.089603518,7.803114412,0,72.92727108,40.00180571,0,1024.44871,0.011205425,153.8332959,0.056686677,0.00868203,2.007062616,28.7,6.778013548,7626
-2.652380423,2.301888584,-5.852940071,8.154828655,2.836004961,-5.85437226,8.690377221,100,66.90893508,43.5662938,0,1021.611724,0.009894632,117.7842338,0.055526391,0.021818503,1.830951297,28.7,6.504591839,123626
