date,5,187,188,197,198
2014-07-27,100.0,25.0,100.0,100.0,100.0
2014-07-29,100.0,22.0,100.0,100.0,100.0
2016-05-23,98.0,98.0,100.0,38.0,38.0
2014-08-13,100.0,63.0,100.0,90.0,90.0
2014-08-14,100.0,49.0,100.0,88.0,88.0
2014-08-15,100.0,24.0,100.0,82.0,82.0
2014-08-16,100.0,1.0,100.0,80.0,80.0
2014-08-17,100.0,1.0,100.0,79.0,79.0
2014-08-20,100.0,1.0,100.0,75.0,75.0
2014-08-22,99.0,1.0,100.0,73.0,73.0
2014-08-23,99.0,1.0,100.0,72.0,72.0
2014-08-24,99.0,1.0,100.0,70.0,70.0
2014-08-25,99.0,1.0,100.0,69.0,69.0
2014-08-27,98.0,1.0,100.0,69.0,69.0
2014-08-28,98.0,1.0,100.0,68.0,68.0
2014-09-18,97.0,1.0,100.0,65.0,65.0
2014-09-19,97.0,1.0,100.0,63.0,63.0
2014-11-13,95.0,26.0,100.0,100.0,100.0
2014-11-15,93.0,13.0,100.0,100.0,100.0
2014-11-16,90.0,1.0,100.0,99.0,99.0
2014-11-17,78.0,1.0,100.0,98.0,98.0
2015-03-23,97.0,43.0,100.0,100.0,100.0
2015-07-16,100.0,100.0,88.0,100.0,100.0
2014-08-22,99.0,79.0,100.0,99.0,99.0
2014-08-23,99.0,79.0,100.0,97.0,97.0
2014-08-24,99.0,78.0,100.0,97.0,97.0
2014-08-25,99.0,72.0,100.0,97.0,97.0
2014-08-26,99.0,70.0,100.0,97.0,97.0
2014-08-27,99.0,61.0,100.0,89.0,89.0
2014-07-04,100.0,84.0,100.0,97.0,97.0
2014-07-21,100.0,83.0,100.0,97.0,97.0
2014-07-23,100.0,77.0,100.0,97.0,97.0
2014-11-19,99.0,10.0,100.0,99.0,99.0
2015-04-01,100.0,99.0,100.0,97.0,97.0
2014-06-07,93.0,99.0,100.0,100.0,100.0
2014-06-08,93.0,98.0,100.0,100.0,100.0
2014-08-13,92.0,98.0,100.0,100.0,100.0
2014-09-12,91.0,95.0,100.0,100.0,100.0
2014-10-03,90.0,95.0,100.0,100.0,100.0
2014-10-22,89.0,95.0,100.0,100.0,100.0
2014-10-25,88.0,95.0,100.0,100.0,100.0
2014-12-02,87.0,95.0,100.0,100.0,100.0
2014-02-28,99.0,1.0,100.0,75.0,75.0
2014-03-01,98.0,1.0,100.0,72.0,72.0
2014-03-02,98.0,1.0,100.0,66.0,66.0
2014-03-03,98.0,1.0,100.0,64.0,64.0
2014-03-05,97.0,1.0,100.0,57.0,57.0
2014-06-13,100.0,34.0,100.0,98.0,98.0
2014-06-14,100.0,26.0,100.0,98.0,98.0
2014-06-16,100.0,26.0,100.0,99.0,99.0
2014-06-19,100.0,21.0,100.0,99.0,99.0
2014-06-24,100.0,20.0,100.0,99.0,99.0
2014-07-21,100.0,20.0,100.0,100.0,100.0
2014-07-24,98.0,1.0,100.0,9.0,9.0
2015-07-06,99.0,65.0,100.0,98.0,98.0
2014-03-24,99.0,97.0,100.0,99.0,99.0
2014-03-26,98.0,97.0,100.0,99.0,99.0
2014-04-04,98.0,95.0,100.0,100.0,100.0
2014-03-06,100.0,97.0,100.0,99.0,99.0
2016-01-25,83.0,100.0,100.0,100.0,100.0
2016-01-26,82.0,100.0,100.0,100.0,100.0
2016-01-27,81.0,100.0,100.0,100.0,100.0
2016-01-30,80.0,100.0,100.0,100.0,100.0
2016-02-01,77.0,100.0,100.0,100.0,100.0
2016-02-02,76.0,100.0,100.0,100.0,100.0
2016-02-08,75.0,100.0,100.0,100.0,100.0
2016-02-14,74.0,100.0,100.0,100.0,100.0
2016-02-15,73.0,100.0,100.0,100.0,100.0
2016-02-16,72.0,100.0,100.0,100.0,100.0
2016-02-24,70.0,100.0,100.0,100.0,100.0
2016-02-25,69.0,100.0,100.0,100.0,100.0
2016-03-03,67.0,100.0,100.0,100.0,100.0
2016-03-06,66.0,100.0,100.0,100.0,100.0
2016-03-08,65.0,100.0,100.0,100.0,100.0
2016-03-22,61.0,100.0,100.0,100.0,100.0
2016-03-28,60.0,100.0,100.0,100.0,100.0
2016-03-30,59.0,100.0,100.0,100.0,100.0
2016-04-05,58.0,100.0,100.0,100.0,100.0
2015-04-04,98.0,93.0,100.0,100.0,100.0
2015-04-05,97.0,93.0,100.0,100.0,100.0
2015-04-07,96.0,93.0,100.0,100.0,100.0
2014-09-16,100.0,31.0,100.0,100.0,100.0
2014-09-19,100.0,30.0,100.0,100.0,100.0
2014-09-23,100.0,18.0,100.0,99.0,99.0
2014-09-25,100.0,15.0,100.0,99.0,99.0
2014-10-16,100.0,1.0,100.0,78.0,78.0
2014-12-03,99.0,77.0,100.0,100.0,100.0
2014-12-07,99.0,75.0,100.0,100.0,100.0
2015-02-04,99.0,69.0,100.0,100.0,100.0
2015-02-05,99.0,67.0,100.0,100.0,100.0
2016-01-02,100.0,1.0,100.0,81.0,81.0
2014-07-09,100.0,8.0,100.0,100.0,100.0
2015-04-07,96.0,1.0,100.0,100.0,100.0
2014-12-11,100.0,49.0,100.0,100.0,100.0
2014-12-13,100.0,46.0,100.0,100.0,100.0
2015-01-13,100.0,42.0,100.0,100.0,100.0
2015-01-15,100.0,41.0,100.0,100.0,100.0
2015-02-21,100.0,40.0,100.0,100.0,100.0
2015-02-22,100.0,39.0,100.0,100.0,100.0
2015-05-19,100.0,38.0,100.0,100.0,100.0
2015-05-20,100.0,37.0,100.0,100.0,100.0
2014-10-20,100.0,100.0,100.0,89.0,89.0
2014-10-12,99.0,54.0,100.0,100.0,100.0
2014-10-22,99.0,51.0,100.0,100.0,100.0
2014-10-24,98.0,35.0,100.0,100.0,100.0
2015-02-07,97.0,27.0,100.0,100.0,100.0
2015-02-09,97.0,19.0,100.0,100.0,100.0
2015-02-12,97.0,15.0,100.0,100.0,100.0
2015-02-14,96.0,5.0,100.0,100.0,100.0
2015-03-01,100.0,36.0,100.0,100.0,100.0
2016-05-23,100.0,87.0,100.0,99.0,99.0
2015-03-01,100.0,57.0,100.0,100.0,100.0
2016-04-30,100.0,100.0,100.0,76.0,76.0
2014-09-12,100.0,56.0,100.0,100.0,100.0
2015-08-12,100.0,48.0,100.0,100.0,100.0
2016-09-03,100.0,95.0,100.0,98.0,98.0
2014-08-11,99.0,55.0,100.0,100.0,100.0
2014-08-12,99.0,53.0,100.0,100.0,100.0
2014-08-13,99.0,50.0,100.0,100.0,100.0
2014-08-14,99.0,26.0,100.0,100.0,100.0
2014-08-15,99.0,24.0,100.0,100.0,100.0
2014-08-19,99.0,22.0,100.0,100.0,100.0
2016-06-14,99.0,72.0,100.0,100.0,100.0
2014-07-15,99.0,1.0,100.0,97.0,97.0
2014-07-16,90.0,1.0,100.0,1.0,1.0
2014-06-13,51.0,100.0,100.0,100.0,100.0
2014-06-17,51.0,46.0,100.0,100.0,100.0
2014-07-17,99.0,1.0,100.0,96.0,96.0
2014-07-24,97.0,1.0,100.0,84.0,84.0
2014-07-27,96.0,1.0,100.0,77.0,77.0
2014-07-28,96.0,1.0,100.0,78.0,78.0
2014-07-29,96.0,1.0,100.0,79.0,79.0
2014-07-30,92.0,1.0,100.0,12.0,12.0
2015-02-19,99.0,74.0,100.0,100.0,100.0
2016-09-13,100.0,100.0,100.0,16.0,16.0
2015-08-30,92.0,95.0,100.0,100.0,100.0
2015-08-31,86.0,92.0,100.0,100.0,100.0
2015-03-10,100.0,95.0,100.0,99.0,99.0
2014-03-06,100.0,1.0,100.0,91.0,91.0
2014-03-08,100.0,1.0,100.0,90.0,90.0
2014-03-19,100.0,1.0,100.0,87.0,87.0
2014-03-25,100.0,1.0,100.0,84.0,84.0
2014-03-31,100.0,1.0,100.0,83.0,83.0
