date,serial_number,5,187,188,197,198
2016-09-30,Z304HSY1,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z301149R,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z304JFGG,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z304JW53,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z3015L63,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z300PCJ5,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z302SYKY,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305GPTN,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z300XDSA,0.0,0.0,0.0,0.0,0.0
2016-09-30,S300WDRC,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305AR1K,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305LQJA,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z300EF9F,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z300ZTXD,0.0,0.0,0.0,0.0,0.0
2016-09-30,S301GME2,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z302SQ7T,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305Q0NV,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z301791R,0.0,0.0,0.0,0.0,0.0
2016-09-30,S301NXVB,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305GX31,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z3010C0G,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z304KCW1,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z304KR3Y,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z302F0AW,0.0,0.0,0.0,0.0,0.0
2016-09-30,S300XCS8,0.0,0.0,0.0,0.0,0.0
2016-09-30,W300BR2C,0.0,0.0,0.0,0.0,0.0
2016-09-30,S300WET4,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z3042Y29,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305D4N3,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305DEK9,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z305BQTD,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z304JGRV,0.0,0.0,0.0,0.0,0.0
2014-12-21,W300THEQ,0.0,0.0,0.0,0.0,0.0
2015-11-09,W300THEQ,0.0,0.0,4295032833.0,0.0,0.0
2016-09-30,W300THEQ,0.0,0.0,1.0,0.0,0.0
2016-09-30,Z300PLS1,0.0,0.0,0.0,0.0,0.0
2016-09-30,S301GP7J,0.0,0.0,0.0,0.0,0.0
2016-09-30,Z300XC26,0.0,0.0,0.0,0.0,0.0
2016-09-30,S300YQTV,0.0,0.0,0.0,0.0,0.0
