date,serial_number,5,187,188,197,198
2016-09-30,Z304HSY1,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z301149R,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z304JFGG,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z304JW53,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z3015L63,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z300PCJ5,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z302SYKY,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305GPTN,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z300XDSA,100.0,100.0,100.0,100.0,100.0
2016-09-30,S300WDRC,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305AR1K,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305LQJA,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z300EF9F,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z300ZTXD,100.0,100.0,100.0,100.0,100.0
2016-09-30,S301GME2,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z302SQ7T,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305Q0NV,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z301791R,100.0,100.0,100.0,100.0,100.0
2016-09-30,S301NXVB,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305GX31,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z3010C0G,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z304KCW1,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z304KR3Y,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z302F0AW,100.0,100.0,100.0,100.0,100.0
2016-09-30,S300XCS8,100.0,100.0,100.0,100.0,100.0
2016-09-30,W300BR2C,100.0,100.0,100.0,100.0,100.0
2016-09-30,S300WET4,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z3042Y29,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305D4N3,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305DEK9,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z305BQTD,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z304JGRV,100.0,100.0,100.0,100.0,100.0
2016-09-30,W300THEQ,100.0,100.0,100.0,100.0,100.0
2016-09-30,Z300PLS1,100.0,100.0,100.0,100.0,100.0
